tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
26-09-2026,BMKG,BMKG,13:00,2026-09-26 16:00:00,23.0,87.0,0.0,6.6,180.0,1.007,Cerah Berawan,Cerah Berawan
26-09-2026,BMKG,BMKG,14:00,2026-09-26 16:00:00,23.0,87.0,0.0,6.6,120.0,1.007,Cerah Berawan,Cerah Berawan
26-09-2026,BMKG,BMKG,15:00,2026-09-26 16:00:00,23.0,87.0,0.0,6.6,60.0,1.3732,Cerah Berawan,Cerah Berawan
26-09-2026,BMKG,BMKG,16:00,2026-09-26 16:00:00,23.0,87.0,0.0,6.6,0.0,1.8309,Cerah Berawan,Cerah Berawan
26-09-2026,BMKG,BMKG,17:00,2026-09-26 16:00:00,23.0,87.0,0.0,6.6,60.0,1.3732,Cerah Berawan,Cerah Berawan
26-09-2026,BMKG,BMKG,18:00,2026-09-26 19:00:00,21.0,98.0,0.0,0.7,60.0,1.3732,Cerah Berawan,Cerah Berawan
26-09-2026,BMKG,BMKG,19:00,2026-09-26 19:00:00,21.0,98.0,0.0,0.7,0.0,1.8309,Cerah Berawan,Cerah Berawan
26-09-2026,BMKG,BMKG,20:00,2026-09-26 19:00:00,21.0,98.0,0.0,0.7,60.0,1.3732,Cerah Berawan,Cerah Berawan
26-09-2026,BMKG,BMKG,21:00,2026-09-26 22:00:00,20.0,99.0,0.0,1.8,60.0,1.3732,Berawan,Berawan
26-09-2026,BMKG,BMKG,22:00,2026-09-26 22:00:00,20.0,99.0,0.0,1.8,0.0,1.8309,Berawan,Berawan
26-09-2026,BMKG,BMKG,23:00,2026-09-26 22:00:00,20.0,99.0,0.0,1.8,60.0,1.3732,Berawan,Berawan
26-09-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-09-26 00:00:00,23.2,89.0,0.8,2.6,0.0,1.1488,Hujan Ringan,wmo:53
26-09-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-09-26 01:00:00,22.9,92.0,0.8,4.3,0.0,1.1488,Hujan Ringan,wmo:53
26-09-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-09-26 02:00:00,22.6,93.0,0.0,4.1,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-09-26 03:00:00,22.4,93.0,0.0,3.1,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-09-26 04:00:00,22.4,92.0,0.0,2.3,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-09-26 05:00:00,22.7,89.0,0.0,2.9,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-09-26 06:00:00,23.2,85.0,0.0,4.2,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-09-26 07:00:00,23.8,81.0,0.0,4.6,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,08:00,2026-09-26 08:00:00,24.8,77.0,0.0,5.4,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,09:00,2026-09-26 09:00:00,25.9,73.0,0.0,8.7,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-09-26 10:00:00,27.1,69.0,0.0,11.9,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,11:00,2026-09-26 11:00:00,28.4,62.0,0.0,13.0,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,12:00,2026-09-26 12:00:00,29.7,55.0,0.0,13.0,0.0,1.1488,Cerah,wmo:0
26-09-2026,CMA,Open-Meteo / CMA GRAPES,13:00,2026-09-26 13:00:00,30.0,53.0,0.0,11.6,0.0,1.1488,Cerah Berawan,wmo:1
26-09-2026,CMA,Open-Meteo / CMA GRAPES,14:00,2026-09-26 14:00:00,28.5,61.0,2.3,7.4,0.0,1.1488,Hujan Ringan,wmo:80
26-09-2026,CMA,Open-Meteo / CMA GRAPES,15:00,2026-09-26 15:00:00,26.0,73.0,2.3,2.6,0.0,1.1488,Hujan Ringan,wmo:80
26-09-2026,CMA,Open-Meteo / CMA GRAPES,16:00,2026-09-26 16:00:00,24.1,83.0,2.3,3.3,0.0,1.1488,Hujan Ringan,wmo:80
26-09-2026,CMA,Open-Meteo / CMA GRAPES,17:00,2026-09-26 17:00:00,23.6,85.0,1.7,3.7,0.0,1.1488,Hujan Ringan,wmo:80
26-09-2026,CMA,Open-Meteo / CMA GRAPES,18:00,2026-09-26 18:00:00,23.8,85.0,1.7,2.8,0.0,1.1488,Hujan Ringan,wmo:80
26-09-2026,CMA,Open-Meteo / CMA GRAPES,19:00,2026-09-26 19:00:00,23.9,84.0,1.7,1.9,0.0,1.1488,Hujan Ringan,wmo:80
26-09-2026,CMA,Open-Meteo / CMA GRAPES,20:00,2026-09-26 20:00:00,24.0,85.0,0.0,0.8,0.0,1.1488,Cerah Berawan,wmo:1
26-09-2026,CMA,Open-Meteo / CMA GRAPES,21:00,2026-09-26 21:00:00,24.1,86.0,0.0,1.3,0.0,1.1488,Cerah Berawan,wmo:1
26-09-2026,CMA,Open-Meteo / CMA GRAPES,22:00,2026-09-26 22:00:00,24.0,88.0,0.0,2.3,0.0,1.1488,Cerah Berawan,wmo:1
26-09-2026,CMA,Open-Meteo / CMA GRAPES,23:00,2026-09-26 23:00:00,23.6,90.0,0.0,2.3,0.0,1.1488,Cerah Berawan,wmo:1
26-09-2026,ECMWF,Open-Meteo / ECMWF,00:00,2026-09-26 00:00:00,21.5,98.0,0.0,3.2,0.0,1.7231,Berawan,wmo:3
