tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
28-09-2026,BMKG,BMKG,00:00,2026-09-28 01:00:00,22.0,75.0,0.0,7.1,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,01:00,2026-09-28 01:00:00,22.0,75.0,0.0,7.1,0.0,1.7998,Cerah,Cerah
28-09-2026,BMKG,BMKG,02:00,2026-09-28 01:00:00,22.0,75.0,0.0,7.1,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,03:00,2026-09-28 04:00:00,23.0,76.0,0.0,4.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,04:00,2026-09-28 04:00:00,23.0,76.0,0.0,4.7,0.0,1.7998,Cerah,Cerah
28-09-2026,BMKG,BMKG,05:00,2026-09-28 04:00:00,23.0,76.0,0.0,4.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,06:00,2026-09-28 07:00:00,29.0,57.0,0.0,0.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,07:00,2026-09-28 07:00:00,29.0,57.0,0.0,0.7,0.0,1.7998,Cerah,Cerah
28-09-2026,BMKG,BMKG,08:00,2026-09-28 07:00:00,29.0,57.0,0.0,0.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,09:00,2026-09-28 10:00:00,34.0,41.0,0.0,14.6,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,10:00,2026-09-28 10:00:00,34.0,41.0,0.0,14.6,0.0,1.7998,Cerah,Cerah
28-09-2026,BMKG,BMKG,11:00,2026-09-28 10:00:00,34.0,41.0,0.0,14.6,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,12:00,2026-09-28 13:00:00,34.0,41.0,0.0,14.6,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,13:00,2026-09-28 13:00:00,34.0,41.0,0.0,14.6,0.0,1.7998,Cerah,Cerah
28-09-2026,BMKG,BMKG,14:00,2026-09-28 13:00:00,34.0,41.0,0.0,14.6,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,15:00,2026-09-28 16:00:00,30.0,49.0,0.0,9.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,16:00,2026-09-28 16:00:00,30.0,49.0,0.0,9.7,0.0,1.7998,Cerah,Cerah
28-09-2026,BMKG,BMKG,17:00,2026-09-28 16:00:00,30.0,49.0,0.0,9.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,18:00,2026-09-28 19:00:00,28.0,70.0,0.0,9.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,19:00,2026-09-28 19:00:00,28.0,70.0,0.0,9.7,0.0,1.7998,Cerah,Cerah
28-09-2026,BMKG,BMKG,20:00,2026-09-28 19:00:00,28.0,70.0,0.0,9.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,21:00,2026-09-28 22:00:00,25.0,72.0,0.0,3.7,60.0,1.3498,Cerah,Cerah
28-09-2026,BMKG,BMKG,22:00,2026-09-28 22:00:00,25.0,72.0,0.0,3.7,0.0,1.7998,Cerah,Cerah
28-09-2026,BMKG,BMKG,23:00,2026-09-28 22:00:00,25.0,72.0,0.0,3.7,60.0,1.3498,Cerah,Cerah
28-09-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-09-28 00:00:00,25.5,86.0,0.0,8.5,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-09-28 01:00:00,25.0,86.0,0.0,8.4,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-09-28 02:00:00,24.6,86.0,0.0,8.4,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-09-28 03:00:00,24.4,86.0,0.0,8.8,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-09-28 04:00:00,24.4,85.0,0.0,8.7,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-09-28 05:00:00,24.4,84.0,0.0,9.0,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-09-28 06:00:00,24.6,84.0,0.0,9.3,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-09-28 07:00:00,25.3,80.0,0.0,9.1,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,08:00,2026-09-28 08:00:00,26.9,72.0,0.0,8.0,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,09:00,2026-09-28 09:00:00,29.0,60.0,0.0,7.1,0.0,1.1548,Cerah,wmo:0
28-09-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-09-28 10:00:00,30.8,52.0,0.0,6.4,0.0,1.1548,Cerah Berawan,wmo:1
28-09-2026,CMA,Open-Meteo / CMA GRAPES,11:00,2026-09-28 11:00:00,32.2,48.0,0.0,6.8,0.0,1.1548,Cerah Berawan,wmo:1
28-09-2026,CMA,Open-Meteo / CMA GRAPES,12:00,2026-09-28 12:00:00,33.3,46.0,0.0,8.6,0.0,1.1548,Cerah,wmo:0
