tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
06-09-2026,BMKG,BMKG,07:00,2026-09-06 10:00:00,33.0,30.0,0.0,7.1,180.0,0.9835,Cerah Berawan,Cerah Berawan
06-09-2026,BMKG,BMKG,08:00,2026-09-06 10:00:00,33.0,30.0,0.0,7.1,120.0,0.9835,Cerah Berawan,Cerah Berawan
06-09-2026,BMKG,BMKG,09:00,2026-09-06 10:00:00,33.0,30.0,0.0,7.1,60.0,1.3412,Cerah Berawan,Cerah Berawan
06-09-2026,BMKG,BMKG,10:00,2026-09-06 10:00:00,33.0,30.0,0.0,7.1,0.0,1.7883,Cerah Berawan,Cerah Berawan
06-09-2026,BMKG,BMKG,11:00,2026-09-06 10:00:00,33.0,30.0,0.0,7.1,60.0,1.3412,Cerah Berawan,Cerah Berawan
06-09-2026,BMKG,BMKG,12:00,2026-09-06 13:00:00,36.0,26.0,0.0,3.0,60.0,1.3412,Cerah,Cerah
06-09-2026,BMKG,BMKG,13:00,2026-09-06 13:00:00,36.0,26.0,0.0,3.0,0.0,1.7883,Cerah,Cerah
06-09-2026,BMKG,BMKG,14:00,2026-09-06 13:00:00,36.0,26.0,0.0,3.0,60.0,1.3412,Cerah,Cerah
06-09-2026,BMKG,BMKG,15:00,2026-09-06 16:00:00,31.0,41.0,0.0,11.3,60.0,1.3412,Cerah,Cerah
06-09-2026,BMKG,BMKG,16:00,2026-09-06 16:00:00,31.0,41.0,0.0,11.3,0.0,1.7883,Cerah,Cerah
06-09-2026,BMKG,BMKG,17:00,2026-09-06 16:00:00,31.0,41.0,0.0,11.3,60.0,1.3412,Cerah,Cerah
06-09-2026,BMKG,BMKG,18:00,2026-09-06 19:00:00,27.0,55.0,0.0,2.5,60.0,1.3412,Cerah,Cerah
06-09-2026,BMKG,BMKG,19:00,2026-09-06 19:00:00,27.0,55.0,0.0,2.5,0.0,1.7883,Cerah,Cerah
06-09-2026,BMKG,BMKG,20:00,2026-09-06 19:00:00,27.0,55.0,0.0,2.5,60.0,1.3412,Cerah,Cerah
06-09-2026,BMKG,BMKG,21:00,2026-09-06 22:00:00,24.0,64.0,0.0,1.3,60.0,1.3412,Cerah,Cerah
06-09-2026,BMKG,BMKG,22:00,2026-09-06 22:00:00,24.0,64.0,0.0,1.3,0.0,1.7883,Cerah,Cerah
06-09-2026,BMKG,BMKG,23:00,2026-09-06 22:00:00,24.0,64.0,0.0,1.3,60.0,1.3412,Cerah,Cerah
06-09-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-09-06 00:00:00,23.4,82.0,0.0,14.5,0.0,1.1806,Cerah,wmo:0
06-09-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-09-06 01:00:00,23.3,82.0,0.0,13.6,0.0,1.1806,Cerah,wmo:0
06-09-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-09-06 02:00:00,23.2,83.0,0.0,13.1,0.0,1.1806,Cerah,wmo:0
06-09-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-09-06 03:00:00,23.2,84.0,0.0,13.2,0.0,1.1806,Cerah,wmo:0
