tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
23-08-2026,BMKG,BMKG,11:00,2026-08-23 14:00:00,29.0,45.0,0.0,4.1,180.0,0.908,Cerah,Cerah
23-08-2026,BMKG,BMKG,12:00,2026-08-23 14:00:00,29.0,45.0,0.0,4.1,120.0,0.908,Cerah,Cerah
23-08-2026,BMKG,BMKG,13:00,2026-08-23 14:00:00,29.0,45.0,0.0,4.1,60.0,1.2382,Cerah,Cerah
23-08-2026,BMKG,BMKG,14:00,2026-08-23 14:00:00,29.0,45.0,0.0,4.1,0.0,1.6509,Cerah,Cerah
23-08-2026,BMKG,BMKG,15:00,2026-08-23 14:00:00,29.0,45.0,0.0,4.1,60.0,1.2382,Cerah,Cerah
23-08-2026,BMKG,BMKG,16:00,2026-08-23 17:00:00,27.0,61.0,0.0,2.4,60.0,1.2382,Cerah,Cerah
23-08-2026,BMKG,BMKG,17:00,2026-08-23 17:00:00,27.0,61.0,0.0,2.4,0.0,1.6509,Cerah,Cerah
23-08-2026,BMKG,BMKG,18:00,2026-08-23 17:00:00,27.0,61.0,0.0,2.4,60.0,1.2382,Cerah,Cerah
23-08-2026,BMKG,BMKG,19:00,2026-08-23 20:00:00,22.0,80.0,0.0,3.0,60.0,1.2382,Cerah,Cerah
23-08-2026,BMKG,BMKG,20:00,2026-08-23 20:00:00,22.0,80.0,0.0,3.0,0.0,1.6509,Cerah,Cerah
23-08-2026,BMKG,BMKG,21:00,2026-08-23 20:00:00,22.0,80.0,0.0,3.0,60.0,1.2382,Cerah,Cerah
23-08-2026,BMKG,BMKG,22:00,2026-08-23 23:00:00,20.0,87.0,0.0,3.1,60.0,1.2382,Cerah,Cerah
23-08-2026,BMKG,BMKG,23:00,2026-08-23 23:00:00,20.0,87.0,0.0,3.1,0.0,1.6509,Cerah,Cerah
23-08-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-08-23 00:00:00,22.6,93.0,0.0,2.4,0.0,1.1271,Cerah,wmo:0
23-08-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-08-23 01:00:00,22.3,94.0,0.0,1.8,0.0,1.1271,Cerah,wmo:0
23-08-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-08-23 02:00:00,22.2,93.0,0.2,2.3,0.0,1.1271,Hujan Ringan,wmo:51
