<<<<<<< HEAD
tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
22-06-2026,BMKG,BMKG,20:00,2026-06-22 23:00:00,20.0,93.0,0.0,2.0,180.0,0.9475,Berawan,Berawan
22-06-2026,BMKG,BMKG,21:00,2026-06-22 23:00:00,20.0,93.0,0.0,2.0,120.0,0.9475,Berawan,Berawan
22-06-2026,BMKG,BMKG,22:00,2026-06-22 23:00:00,20.0,93.0,0.0,2.0,60.0,1.292,Berawan,Berawan
22-06-2026,BMKG,BMKG,23:00,2026-06-22 23:00:00,20.0,93.0,0.0,2.0,0.0,1.7227,Berawan,Berawan
22-06-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-06-22 00:00:00,22.1,96.0,0.0,3.7,0.0,1.1499,Cerah,wmo:0
22-06-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-06-22 01:00:00,22.0,96.0,0.0,4.0,0.0,1.1499,Cerah,wmo:0
22-06-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-06-22 02:00:00,21.9,96.0,0.2,4.3,0.0,1.1499,Hujan Ringan,wmo:51
22-06-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-06-22 03:00:00,21.8,96.0,0.2,4.5,0.0,1.1499,Hujan Ringan,wmo:51
22-06-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-06-22 04:00:00,21.7,96.0,0.2,4.7,0.0,1.1499,Hujan Ringan,wmo:51
22-06-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-06-22 05:00:00,21.6,96.0,0.2,3.9,0.0,1.1499,Hujan Ringan,wmo:51
22-06-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-06-22 06:00:00,21.6,95.0,0.2,3.1,0.0,1.1499,Hujan Ringan,wmo:51
