tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
09-09-2026,BMKG,BMKG,19:00,2026-09-09 22:00:00,21.0,90.0,0.0,5.1,180.0,0.9163,Berawan,Berawan
09-09-2026,BMKG,BMKG,20:00,2026-09-09 22:00:00,21.0,90.0,0.0,5.1,120.0,0.9163,Berawan,Berawan
09-09-2026,BMKG,BMKG,21:00,2026-09-09 22:00:00,21.0,90.0,0.0,5.1,60.0,1.2495,Berawan,Berawan
09-09-2026,BMKG,BMKG,22:00,2026-09-09 22:00:00,21.0,90.0,0.0,5.1,0.0,1.666,Berawan,Berawan
09-09-2026,BMKG,BMKG,23:00,2026-09-09 22:00:00,21.0,90.0,0.0,5.1,60.0,1.2495,Berawan,Berawan
09-09-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-09-09 00:00:00,20.9,95.0,0.0,2.6,0.0,1.1248,Cerah,wmo:0
09-09-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-09-09 01:00:00,20.5,94.0,0.0,1.3,0.0,1.1248,Cerah,wmo:0
09-09-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-09-09 02:00:00,20.5,93.0,0.0,0.0,0.0,1.1248,Cerah,wmo:0
09-09-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-09-09 03:00:00,20.7,92.0,0.0,1.3,0.0,1.1248,Cerah Berawan,wmo:1
09-09-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-09-09 04:00:00,21.1,91.0,0.0,2.6,0.0,1.1248,Cerah Berawan,wmo:1
09-09-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-09-09 05:00:00,21.4,90.0,0.0,4.6,0.0,1.1248,Cerah Berawan,wmo:1
09-09-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-09-09 06:00:00,21.8,88.0,0.0,6.1,0.0,1.1248,Cerah,wmo:0
09-09-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-09-09 07:00:00,22.4,86.0,0.0,6.4,0.0,1.1248,Cerah,wmo:0
