location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,BMKG,BMKG,16:00,2026-07-24 19:00:00,20.0,79.0,0.0,21.8,180.0,0.7311,Cerah,Cerah
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,BMKG,BMKG,17:00,2026-07-24 19:00:00,20.0,79.0,0.0,21.8,120.0,0.7311,Cerah,Cerah
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,BMKG,BMKG,18:00,2026-07-24 19:00:00,20.0,79.0,0.0,21.8,60.0,0.9969,Cerah,Cerah
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,BMKG,BMKG,19:00,2026-07-24 19:00:00,20.0,79.0,0.0,21.8,0.0,1.3292,Cerah,Cerah
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,BMKG,BMKG,20:00,2026-07-24 19:00:00,20.0,79.0,0.0,21.8,60.0,0.9969,Cerah,Cerah
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,BMKG,BMKG,21:00,2026-07-24 22:00:00,18.0,81.0,0.0,10.8,60.0,0.9969,Cerah,Cerah
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,BMKG,BMKG,22:00,2026-07-24 22:00:00,18.0,81.0,0.0,10.8,0.0,1.3292,Cerah,Cerah
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,BMKG,BMKG,23:00,2026-07-24 22:00:00,18.0,81.0,0.0,10.8,60.0,0.9969,Cerah,Cerah
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-07-24 00:00:00,19.5,84.0,0.0,14.3,0.0,0.85,Cerah,wmo:0
dago,"Dago, Bandung",2026-07-24,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",24-07-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-07-24 01:00:00,19.3,86.0,0.0,13.8,0.0,0.85,Cerah,wmo:0
