tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
30-07-2026,BMKG,BMKG,18:00,2026-07-30 21:00:00,20.0,93.0,0.0,1.3,180.0,0.9965,Cerah Berawan,Cerah Berawan
30-07-2026,BMKG,BMKG,19:00,2026-07-30 21:00:00,20.0,93.0,0.0,1.3,120.0,0.9965,Cerah Berawan,Cerah Berawan
30-07-2026,BMKG,BMKG,20:00,2026-07-30 21:00:00,20.0,93.0,0.0,1.3,60.0,1.3589,Cerah Berawan,Cerah Berawan
30-07-2026,BMKG,BMKG,21:00,2026-07-30 21:00:00,20.0,93.0,0.0,1.3,0.0,1.8118,Cerah Berawan,Cerah Berawan
30-07-2026,BMKG,BMKG,22:00,2026-07-30 21:00:00,20.0,93.0,0.0,1.3,60.0,1.3589,Cerah Berawan,Cerah Berawan
30-07-2026,BMKG,BMKG,23:00,2026-07-30 21:00:00,20.0,93.0,0.0,1.3,120.0,0.9965,Cerah Berawan,Cerah Berawan
30-07-2026,CMA,Open-Meteo / CMA GRAPES,00:00,2026-07-30 00:00:00,21.6,94.0,0.0,2.5,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,01:00,2026-07-30 01:00:00,21.5,93.0,0.0,2.4,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,02:00,2026-07-30 02:00:00,21.4,93.0,0.0,2.4,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,03:00,2026-07-30 03:00:00,21.4,92.0,0.0,2.1,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,04:00,2026-07-30 04:00:00,21.4,91.0,0.0,2.4,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,05:00,2026-07-30 05:00:00,21.6,89.0,0.0,3.2,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,06:00,2026-07-30 06:00:00,21.9,87.0,0.0,4.2,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,07:00,2026-07-30 07:00:00,22.4,83.0,0.0,5.5,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,08:00,2026-07-30 08:00:00,23.4,77.0,0.0,6.8,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,09:00,2026-07-30 09:00:00,24.5,71.0,0.0,8.9,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-07-30 10:00:00,25.5,66.0,0.0,10.5,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,11:00,2026-07-30 11:00:00,26.2,64.0,0.0,11.3,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,12:00,2026-07-30 12:00:00,26.7,63.0,0.0,11.7,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,13:00,2026-07-30 13:00:00,26.9,64.0,0.0,12.3,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,14:00,2026-07-30 14:00:00,26.9,66.0,0.0,13.2,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,15:00,2026-07-30 15:00:00,26.6,69.0,0.0,13.9,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,16:00,2026-07-30 16:00:00,26.0,74.0,0.0,13.7,0.0,1.1709,Cerah Berawan,wmo:1
30-07-2026,CMA,Open-Meteo / CMA GRAPES,17:00,2026-07-30 17:00:00,24.9,81.0,0.0,11.7,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,18:00,2026-07-30 18:00:00,23.6,89.0,0.0,9.2,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,19:00,2026-07-30 19:00:00,22.6,95.0,0.0,6.8,0.0,1.1709,Berawan,wmo:45
30-07-2026,CMA,Open-Meteo / CMA GRAPES,20:00,2026-07-30 20:00:00,22.2,97.0,0.0,4.5,0.0,1.1709,Berawan,wmo:45
30-07-2026,CMA,Open-Meteo / CMA GRAPES,21:00,2026-07-30 21:00:00,22.0,96.0,0.0,3.0,0.0,1.1709,Berawan,wmo:45
30-07-2026,CMA,Open-Meteo / CMA GRAPES,22:00,2026-07-30 22:00:00,21.9,95.0,0.0,2.6,0.0,1.1709,Cerah,wmo:0
30-07-2026,CMA,Open-Meteo / CMA GRAPES,23:00,2026-07-30 23:00:00,21.7,95.0,0.0,2.7,0.0,1.1709,Cerah,wmo:0
30-07-2026,ECMWF,Open-Meteo / ECMWF,00:00,2026-07-30 00:00:00,21.1,92.0,0.0,3.1,0.0,1.7346,Cerah Berawan,wmo:1
30-07-2026,ECMWF,Open-Meteo / ECMWF,01:00,2026-07-30 01:00:00,20.5,94.0,0.0,3.4,0.0,1.7346,Cerah Berawan,wmo:1
30-07-2026,ECMWF,Open-Meteo / ECMWF,02:00,2026-07-30 02:00:00,19.8,96.0,0.0,4.0,0.0,1.7346,Cerah Berawan,wmo:1
30-07-2026,ECMWF,Open-Meteo / ECMWF,03:00,2026-07-30 03:00:00,19.1,98.0,0.0,4.6,0.0,1.7346,Cerah Berawan,wmo:2
30-07-2026,ECMWF,Open-Meteo / ECMWF,04:00,2026-07-30 04:00:00,18.8,98.0,0.0,4.8,0.0,1.7346,Cerah Berawan,wmo:2
30-07-2026,ECMWF,Open-Meteo / ECMWF,05:00,2026-07-30 05:00:00,18.8,97.0,0.0,4.8,0.0,1.7346,Cerah Berawan,wmo:2
30-07-2026,ECMWF,Open-Meteo / ECMWF,06:00,2026-07-30 06:00:00,19.1,95.0,0.0,4.5,0.0,1.7346,Cerah Berawan,wmo:2
30-07-2026,ECMWF,Open-Meteo / ECMWF,07:00,2026-07-30 07:00:00,20.1,89.0,0.0,4.4,0.0,1.7346,Cerah Berawan,wmo:1
30-07-2026,ECMWF,Open-Meteo / ECMWF,08:00,2026-07-30 08:00:00,22.3,77.0,0.0,4.7,0.0,1.7346,Cerah Berawan,wmo:1
30-07-2026,ECMWF,Open-Meteo / ECMWF,09:00,2026-07-30 09:00:00,25.1,61.0,0.0,5.1,0.0,1.7346,Cerah,wmo:0
30-07-2026,ECMWF,Open-Meteo / ECMWF,10:00,2026-07-30 10:00:00,27.6,48.0,0.0,5.7,0.0,1.7346,Cerah,wmo:0
30-07-2026,ECMWF,Open-Meteo / ECMWF,11:00,2026-07-30 11:00:00,29.5,41.0,0.0,6.1,0.0,1.7346,Cerah,wmo:0
30-07-2026,ECMWF,Open-Meteo / ECMWF,12:00,2026-07-30 12:00:00,31.1,38.0,0.0,6.4,0.0,1.7346,Cerah,wmo:0
30-07-2026,ECMWF,Open-Meteo / ECMWF,13:00,2026-07-30 13:00:00,31.6,38.0,0.0,6.1,0.0,1.7346,Cerah,wmo:0
30-07-2026,ECMWF,Open-Meteo / ECMWF,14:00,2026-07-30 14:00:00,30.5,42.0,0.3,4.5,0.0,1.7346,Hujan Ringan,wmo:51
30-07-2026,ECMWF,Open-Meteo / ECMWF,15:00,2026-07-30 15:00:00,28.5,49.0,0.3,2.9,0.0,1.7346,Hujan Ringan,wmo:51
30-07-2026,ECMWF,Open-Meteo / ECMWF,16:00,2026-07-30 16:00:00,26.5,58.0,0.3,2.3,0.0,1.7346,Hujan Ringan,wmo:51
30-07-2026,ECMWF,Open-Meteo / ECMWF,17:00,2026-07-30 17:00:00,25.1,68.0,0.3,1.1,0.0,1.7346,Hujan Ringan,wmo:51
30-07-2026,ECMWF,Open-Meteo / ECMWF,18:00,2026-07-30 18:00:00,23.9,79.0,0.3,2.5,0.0,1.7346,Hujan Ringan,wmo:51
30-07-2026,ECMWF,Open-Meteo / ECMWF,19:00,2026-07-30 19:00:00,22.9,88.0,0.3,4.7,0.0,1.7346,Hujan Ringan,wmo:51
30-07-2026,ECMWF,Open-Meteo / ECMWF,20:00,2026-07-30 20:00:00,22.2,92.0,0.0,5.6,0.0,1.7346,Cerah Berawan,wmo:2
30-07-2026,ECMWF,Open-Meteo / ECMWF,21:00,2026-07-30 21:00:00,21.7,93.0,0.0,6.0,0.0,1.7346,Cerah Berawan,wmo:1
30-07-2026,ECMWF,Open-Meteo / ECMWF,22:00,2026-07-30 22:00:00,21.2,93.0,0.0,6.1,0.0,1.7346,Cerah Berawan,wmo:1
30-07-2026,ECMWF,Open-Meteo / ECMWF,23:00,2026-07-30 23:00:00,20.7,94.0,0.0,5.8,0.0,1.7346,Cerah Berawan,wmo:1
30-07-2026,GFS,Open-Meteo / NOAA GFS,00:00,2026-07-30 00:00:00,18.8,94.0,0.0,3.7,0.0,1.4103,Berawan,wmo:3
30-07-2026,GFS,Open-Meteo / NOAA GFS,01:00,2026-07-30 01:00:00,18.5,94.0,0.0,3.9,0.0,1.4103,Cerah Berawan,wmo:2
30-07-2026,GFS,Open-Meteo / NOAA GFS,02:00,2026-07-30 02:00:00,18.3,95.0,0.0,4.8,0.0,1.4103,Cerah,wmo:0
30-07-2026,GFS,Open-Meteo / NOAA GFS,03:00,2026-07-30 03:00:00,18.1,95.0,0.0,4.6,0.0,1.4103,Cerah Berawan,wmo:1
30-07-2026,GFS,Open-Meteo / NOAA GFS,04:00,2026-07-30 04:00:00,17.9,95.0,0.0,4.9,0.0,1.4103,Cerah Berawan,wmo:2
30-07-2026,GFS,Open-Meteo / NOAA GFS,05:00,2026-07-30 05:00:00,17.8,95.0,0.0,5.0,0.0,1.4103,Cerah,wmo:0
30-07-2026,GFS,Open-Meteo / NOAA GFS,06:00,2026-07-30 06:00:00,17.6,95.0,0.0,4.7,0.0,1.4103,Cerah,wmo:0
30-07-2026,GFS,Open-Meteo / NOAA GFS,07:00,2026-07-30 07:00:00,19.6,87.0,0.0,4.6,0.0,1.4103,Cerah,wmo:0
30-07-2026,GFS,Open-Meteo / NOAA GFS,08:00,2026-07-30 08:00:00,22.6,74.0,0.0,5.7,0.0,1.4103,Cerah,wmo:0
30-07-2026,GFS,Open-Meteo / NOAA GFS,09:00,2026-07-30 09:00:00,25.3,62.0,0.0,6.6,0.0,1.4103,Cerah,wmo:0
30-07-2026,GFS,Open-Meteo / NOAA GFS,10:00,2026-07-30 10:00:00,27.6,53.0,0.0,6.8,0.0,1.4103,Cerah,wmo:0
